agreement,analytic_2d_lower,analytic_2d_supportable,analytic_2d_upper,atom_count,candidate_origin,case_id,certificate_bytes,checker_kernel_ms,checker_kernel_status,checker_process_ms,checker_process_status,coefficient_sum_bits,deterministic_certificate,deterministic_trace,distinct_outcomes,family,feasible_decisions,frontier_outcomes,generated_claim,generated_polarity,generation_ms,ground_class,ground_pareto_efficient,ground_positive_supportable,ground_supportable,ground_truth_ms,max_coefficient_bits,oracle_calls,p,p1_boundary_correct,p1_process_ms,schema_valid,source,strict_margin,trust_level
True,,,,0,epsilon_q42,shortest_path_p4_s3002_epsilon_q42,1600,1.216542,VERIFIED,311.442879,VERIFIED,0,True,True,4,shortest_path,4,1,positive_weight_supportable,supportable,0.745406,S+,True,True,True,0.3337,0,1,4,True,606.106761,True,random,,P1_FULLY_CHECKABLE
True,,,,1,hash_control,shortest_path_p4_s3002_hash_control,1476,0.653639,VERIFIED,478.902924,VERIFIED,1,True,True,4,shortest_path,4,1,nonnegative_weight_unsupported,unsupported,0.914579,DOM,False,False,False,0.628731,1,1,4,True,320.056261,True,random,54/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,shortest_path_p4_s3003_epsilon_q42,1616,5.70841,VERIFIED,394.47821,VERIFIED,0,True,True,11,shortest_path,11,3,positive_weight_supportable,supportable,0.918606,S+,True,True,True,66.213663,0,1,4,True,301.570375,True,random,,P1_FULLY_CHECKABLE
True,,,,1,hash_control,shortest_path_p4_s3003_hash_control,1466,1.518659,VERIFIED,308.441421,VERIFIED,1,True,True,11,shortest_path,11,3,nonnegative_weight_unsupported,unsupported,1.140438,DOM,False,False,False,3.082407,1,1,4,True,380.418692,True,random,3/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,shortest_path_p4_s3004_epsilon_q42,1617,1.116361,VERIFIED,394.091299,VERIFIED,0,True,True,8,shortest_path,8,3,nonnegative_weight_supportable,supportable,0.986497,S+,True,True,True,1.924613,0,2,4,True,311.389654,True,random,,P1_FULLY_CHECKABLE
True,,,,1,hash_control,shortest_path_p4_s3004_hash_control,1467,0.775371,VERIFIED,295.225438,VERIFIED,1,True,True,8,shortest_path,8,3,nonnegative_weight_unsupported,unsupported,1.267779,DOM,False,False,False,3.103017,1,1,4,True,296.578546,True,random,3/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,shortest_path_p4_s3005_epsilon_q42,1651,1.241479,VERIFIED,293.975707,VERIFIED,0,True,True,14,shortest_path,14,4,nonnegative_weight_supportable,supportable,1.02771,S+,True,True,True,2.912102,0,2,4,True,308.296657,True,random,,P1_FULLY_CHECKABLE
True,,,,0,hash_control,shortest_path_p4_s3005_hash_control,1634,1.330032,VERIFIED,293.648196,VERIFIED,0,True,True,14,shortest_path,14,4,nonnegative_weight_supportable,supportable,1.055922,S+,True,True,True,2.813935,0,2,4,True,286.891496,True,random,,P1_FULLY_CHECKABLE
True,,False,,2,fixed_algebraically,tight_explicit_p2,1547,0.473999,VERIFIED,286.571427,VERIFIED,2,True,True,3,explicit_image,3,3,nonnegative_weight_unsupported,unsupported,0.873808,UNS,True,False,False,0.185668,1,2,2,True,296.185049,True,controlled_tight,1/2,P1_FULLY_CHECKABLE
True,,,,3,fixed_algebraically,tight_explicit_p3,1733,1.286737,VERIFIED,307.212125,VERIFIED,2,True,True,4,explicit_image,4,4,nonnegative_weight_unsupported,unsupported,2.512033,UNS,True,False,False,0.786608,1,3,3,True,381.204056,True,controlled_tight,1/3,P1_FULLY_CHECKABLE
True,,,,4,fixed_algebraically,tight_explicit_p4,1927,0.96501,VERIFIED,300.161507,VERIFIED,3,True,True,5,explicit_image,5,5,nonnegative_weight_unsupported,unsupported,9.121872,UNS,True,False,False,3.042006,1,4,4,True,625.398616,True,controlled_tight,1/4,P1_FULLY_CHECKABLE
True,,,,5,fixed_algebraically,tight_explicit_p5,2129,1.479606,VERIFIED,382.759973,VERIFIED,3,True,True,6,explicit_image,6,6,nonnegative_weight_unsupported,unsupported,104.202872,UNS,True,False,False,79.353455,1,5,5,True,406.290386,True,controlled_tight,1/5,P1_FULLY_CHECKABLE
